date,tem,srd,vpd,wind,dir
12/28/79,276.5263733,115.6194531,0.325896901,0.83027982,350.999176
12/29/79,274.0524924,107.0948685,0.28125739,0.470969684,45.99819946
12/30/79,273.9945332,117.7760261,0.274839467,0.449435923,50.99983215
12/31/79,275.065508,110.4331906,0.302683952,0.622739342,54.00190735
1/1/80,274.6610236,105.1761195,0.24252174,0.717806379,48.00033569
1/2/80,274.6093125,112.9346423,0.248738085,0.584889271,22.99765015
1/3/80,274.2918265,112.3678159,0.248125998,0.409491287,51.00241089
1/4/80,273.5799445,114.0188607,0.236718966,0.75855241,66.00183105
1/5/80,273.361007,114.5409873,0.234691938,0.560276551,59.00064087
1/6/80,275.3950072,107.4137195,0.284088546,0.584947481,149.0026398
1/7/80,275.7194831,94.2729458,0.279658433,0.815953977,157.9979095
1/8/80,278.1434692,80.90618862,0.317730006,1.482695481,196.9974976
1/9/80,278.4920861,62.0533051,0.304358076,1.024894892,151.0021973
1/10/80,281.0890883,66.00155886,0.374810085,3.162397029,209.9973602
1/11/80,279.737521,58.25547091,0.331143244,0.849060683,218.0010681
1/12/80,280.1933701,74.39386526,0.334411365,1.492169898,188.9992676
1/13/80,281.7312032,97.09112817,0.419485359,1.243571914,194.9979401
1/14/80,281.8962811,71.91700227,0.383961446,1.402116627,185.0001526
1/15/80,282.1803919,118.4954753,0.458914071,0.755252601,201.9991302
1/16/80,279.3236251,93.88682672,0.338702937,0.590483546,144.0010071
1/17/80,280.4989685,114.6298244,0.358260549,0.8004051,120.997879
1/18/80,281.3349317,95.70639529,0.389570684,1.633782611,146.0005646
1/19/80,280.2304832,106.6160885,0.367596123,1.002520257,77.00213623
1/20/80,278.1318745,125.6509136,0.312073949,1.243816275,35.00047302
1/21/80,276.2111986,121.6718255,0.275407988,0.912373259,38.99958801
1/22/80,276.5713121,131.9980627,0.310879392,0.619423365,5.998672962
1/23/80,275.5494237,132.5851752,0.293730872,0.371036533,75.00257874
1/24/80,275.2317985,132.4501559,0.275198521,0.301474178,79.00169373
